,id,predicted_class_,actual_class_,words_matched
278,278,technical,technical,"['door', 'danger', 'distanc', 'hazard', 'receipt', 'counti', 'floor', 'alcohol', 'dispos', 'move', 'fume', 'weather', 'plumb', 'mobil', 'machineri', 'one', 'fixtur', 'heat', 'light', 'presenc', 'furnitur', 'housekeep', 'voltag', 'heart', 'crawl', 'compli', 'updat', 'storag', 'percept', 'occup', 'card']"
279,279,technical,technical,"['supplier', 'receipt', 'digniti', 'cycl', 'commod', 'assembl', 'methodolog', 'root', 'creed', 'disposit', 'stress', 'one', 'stage', 'surveil', 'aerospac', 'lifecycl', 'solv', 'interfac', 'checklist', 'mechan', 'conform', 'metric', 'statist', 'identif', 'harass', 'emphasi', 'subsystem', 'assur', 'reliabl', 'airfram']"
280,280,technical,complex problem solving,"['ehr', 'awar', 'one', 'vet', 'mindset', 'charg', 'diseas', 'ceo', 'depend', 'rotat', 'infect', 'compass', 'modif', 'commiss', 'conflict', 'channel', 'submiss', 'creation']"
281,281,complex problem solving,complex problem solving,"['profil', 'dot', 'invest', 'influenc', 'align', 'cell', 'mitig', 'oblig', 'root', 'barrier', 'text', 'one', 'facilit', 'financ', 'messag', 'discuss', 'bank', 'crime', 'forefront', 'metric', 'identif', 'portfolio', 'women', 'emphasi', 'estat', 'capit', 'factor']"
282,282,technical,technical,"['reserv', 'distanc', 'requisit', 'stoop', 'clerk', 'align', 'calendar', 'receipt', 'princip', 'trip', 'creation', 'fume', 'substitut', 'payment', 'climb', 'weather', 'verif', 'one', 'crawl', 'expenditur', 'reconcili', 'parent', 'grant', 'card']"
283,283,technical,complex problem solving,"['broker', 'calendar', 'societi', 'channel', 'head', 'height', 'instrument', 'stori', 'violat', 'dexter', 'outreach', 'staf', 'one', 'visitor', 'incid', 'acuiti', 'accid', 'mechan', 'therapist', 'finger', 'popul', 'spreadsheet', 'therapi', 'arrang', 'equival', 'occup']"
284,284,technical,technical,"['motor', 'turbin', 'limit', 'surfac', 'distanc', 'window', 'verifi', 'manual', 'bar', 'circuit', 'assembl', 'tester', 'fume', 'identifi', 'climb', 'schemat', 'articl', 'variabl', 'one', 'fixtur', 'meter', 'discrep', 'frequenc', 'reason', 'voltag', 'factori', 'correspond', 'draw', 'absenc', 'wire', 'conform', 'open', 'diagnost', 'percept', 'find', 'assur', 'ship', 'protect', 'diesel', 'diagram', 'encount', 'troubleshoot', 'crawl']"
285,285,technical,technical,"['intervent', 'optim', 'deliver', 'diseas', 'pump', 'submiss', 'pursuit', 'pipelin', 'output', 'fulfil', 'creed', 'd', 'verif', 'articl', 'one', 'valid', 'biolog', 'medicin', 'affair', 'phase', 'protocol', 'statist', 'urolog', 'portfolio', 'r', 'emphasi', 'assur', 'determin']"
286,286,complex problem solving,complex problem solving,"['involv', 'court', 'counselor', 'version', 'evid', 'judg', 'renew', 'hear', 'proceed', 'rehabilit', 'commiss', 'occup', 'fellow', 'one']"
287,287,technical,technical,"['inspector', 'panel', 'malfunct', 'airfram', 'aircraft', 'manual', 'player', 'workload', 'exit', 'station', 'threat', 'head', 'mentor', 'sheet', 'aviat', 'one', 'timelin', 'negoti', 'log', 'solv', 'housekeep', 'avion', 'incid', 'accid', 'mechan', 'delay', 'wire', 'path', 'sign', 'metal', 'card']"
288,288,technical,technical,"['creativ', 'damag', 'permit', 'landscap', 'potenti', 'biolog', 'restor', 'bank', 'corpor', 'starter', 'region', 'architect', 'planner', 'scientist', 'confid', 'framework', 'mitig', 'one']"
289,289,technical,technical,"['turbin', 'transmiss', 'surfac', 'diagnos', 'clean', 'dust', 'combat', 'questionnair', 'floor', 'manual', 'membership', 'assembl', 'tester', 'station', 'fume', 'height', 'payment', 'date', 'climb', 'toe', 'weather', 'schemat', 'seri', 'overhaul', 'proof', 'hoist', 'guard', 'adjust', 'stand', 'accredit', 'mobil', 'hat', 'one', 'heat', 'cut', 'ladder', 'theori', 'offici', 'skin', 'draft', 'mechan', 'gaug', 'ground', 'shoe', 'uniform', 'crane', 'snow', 'incent', 'militari', 'temperatur', 'link', 'diagnosi', 'expens', 'determin', 'fluid', 'diagram', 'deposit']"
290,290,technical,technical,"['transmiss', 'climat', 'thinker', 'distanc', 'upgrad', 'supplier', 'stair', 'height', 'weld', 'weather', 'procur', 'bid', 'hat', 'one', 'ladder', 'surveil', 'print', 'shoe', 'read', 'compli', 'peer', 'powerpoint', 'lift', 'emphasi', 'find', 'assur', 'protect', 'capit']"
291,291,technical,technical,"['return', 'book', 'reserv', 'cash', 'judg', 'help', 'requisit', 'address', 'calcul', 'internet', 'logist', 'volum', 'summer', 'classroom', 'sampl', 'submiss', 'server', 'session', 'box', 'sheet', 'chart', 'discret', 'diplomaci', 'answer', 'directori', 'telephon', 'verif', 'articl', 'one', 'key', 'court', 'print', 'log', 'mail', 'park', 'visit', 'paper', 'read', 'updat', 'score', 'outlook', 'powerpoint', 'fax', 'spreadsheet', 'arrang', 'expens', 'perk', 'workflow', 'librari']"
292,292,technical,technical,"['return', 'inspector', 'consist', 'floor', 'defens', 'transpar', 'autom', 'station', 'edg', 'creed', 'workforc', 'radio', 'stand', 'robot', 'staf', 'one', 'print', 'frequenc', 'avion', 'interfac', 'draw', 'sustain', 'peer', 'open', 'compil', 'estim', 'troubleshoot']"
293,293,technical,technical,"['transmiss', 'surfac', 'readi', 'requisit', 'inquiri', 'malfunct', 'replac', 'pump', 'valv', 'airfram', 'aircraft', 'cell', 'manual', 'start', 'display', 'fuel', 'altern', 'assembl', 'brake', 'station', 'move', 'preserv', 'airlin', 'exercis', 'sheet', 'drill', 'proof', 'overhaul', 'aviat', 'plumb', 'hoist', 'adjust', 'flight', 'dexter', 'one', 'heat', 'oil', 'ladder', 'log', 'forklift', 'precis', 'avion', 'housekeep', 'gear', 'mechan', 'gaug', 'paint', 'wire', 'truck', 'land', 'open', 'overtim', 'wear', 'diagnosi', 'modif', 'metal', 'wing', 'troubleshoot', 'card']"
294,294,technical,technical,"['convers', 'stoop', 'pump', 'valv', 'flow', 'receipt', 'floor', 'percentag', 'sampl', 'night', 'pipelin', 'fume', 'tank', 'weather', 'adjust', 'observ', 'walk', 'machineri', 'stage', 'one', 'heat', 'oil', 'meter', 'frequenc', 'gaug', 'correspond', 'speed', 'read', 'temperatur', 'overtim', 'encount']"
295,295,technical,technical,"['motor', 'distanc', 'stoop', 'trade', 'logic', 'permit', 'marketplac', 'climb', 'renov', 'pregnanc', 'one', 'ground', 'speed', 'conform', 'metric', 'statist', 'powerpoint', 'expenditur', 'temperatur', 'percept', 'estim', 'assur', 'capit', 'crawl']"
296,296,technical,technical,"['powerpoint', 'valid', 'chemistri', 'one', 'biolog', 'autom', 'formul', 'face', 'mine', 'commiss', 'confid', 'pharmaceut', 'assur', 'aptitud', 'updat']"
297,297,technical,technical,"['motor', 'eye', 'clean', 'stoop', 'hear', 'trade', 'fashion', 'malfunct', 'replac', 'calcul', 'start', 'nonconform', 'bear', 'instrument', 'climb', 'conveyor', 'adjust', 'machineri', 'one', 'math', 'valid', 'forklift', 'frequenc', 'setup', 'desir', 'gear', 'size', 'mechan', 'twist', 'absenc', 'remov', 'lift', 'overtim', 'wear', 'protect', 'plastic', 'troubleshoot']"
298,298,technical,technical,"['eye', 'boot', 'distanc', 'diseas', 'trade', 'dust', 'bear', 'agent', 'boiler', 'climb', 'weather', 'radiat', 'benchmark', 'one', 'blueprint', 'heat', 'fixtur', 'visitor', 'infect', 'compass', 'ground', 'glove', 'enforc', 'steam', 'licensur', 'fire', 'assur', 'face', 'diem', 'crawl']"
299,299,technical,technical,"['clean', 'malfunct', 'replac', 'flow', 'strength', 'aircraft', 'alcohol', 'manual', 'altern', 'identifi', 'methodolog', 'airport', 'pilot', 'aviat', 'adjust', 'flight', 'dexter', 'one', 'ladder', 'connect', 'avion', 'acuiti', 'mechan', 'absenc', 'crew', 'termin', 'harass', 'genet', 'wear', 'airfram', 'troubleshoot']"
300,300,technical,technical,"['minut', 'door', 'flow', 'revenu', 'adult', 'fair', 'well', 'night', 'laser', 'pto', 'dental', 'referr', 'tech', 'tabl', 'advic', 'one', 'style', 'mentorship', 'anim', 'medicin', 'discount', 'surgeri', 'twist', 'owner', 'protocol', 'symptom', 'vet', 'therapi', 'diagnost', 'choic', 'text', 'except']"
301,301,technical,technical,"['motor', 'door', 'panel', 'trade', 'refriger', 'round', 'pump', 'valv', 'rail', 'floor', 'bear', 'stair', 'relief', 'assembl', 'exit', 'station', 'permit', 'move', 'movement', 'evacu', 'boiler', 'climb', 'weather', 'creed', 'plumb', 'adjust', 'one', 'heat', 'fixtur', 'ladder', 'light', 'gaug', 'protocol', 'draw', 'paint', 'dress', 'read', 'appear', 'outlook', 'steam', 'licensur', 'fire', 'fax', 'overtim', 'distributor', 'sign', 'hvac']"
302,302,technical,technical,"['centuri', 'electron', 'recognit', 'defens', 'digniti', 'well', 'chanc', 'assembl', 'headquart', 'gas', 'referr', 'methodolog', 'segment', 'one', 'pharmaceut', 'oil', 'mileston', 'iso', 'paper', 'beverag', 'reward', 'pride', 'semiconductor', 'atmospher', 'acquisit']"
303,303,technical,technical,"['stack', 'foundat', 'server', 'share', 'root', 'configur', 'medic', 'one', 'clinician', 'discuss', 'architectur', 'compass', 'analyt', 'updat', 'ehr', 'awar', 'enterpris', 'radiolog', 'imag', 'troubleshoot', 'workflow']"
304,304,complex problem solving,complex problem solving,"['motor', 'dot', 'distanc', 'stoop', 'hear', 'storm', 'stair', 'ppe', 'speech', 'exit', 'conduit', 'wrench', 'height', 'physic', 'weather', 'cabl', 'motion', 'dexter', 'one', 'key', 'heat', 'ladder', 'traffic', 'carri', 'ground', 'owner', 'read', 'truck', 'lift', 'vet', 'overtim', 'percept', 'protect', 'card']"
305,305,technical,technical,"['electron', 'stoop', 'spend', 'replac', 'mine', 'aircraft', 'manual', 'classroom', 'digniti', 'abus', 'substanc', 'tractor', 'prescript', 'tank', 'tech', 'one', 'aerospac', 'affili', 'mechan', 'ground', 'crane', 'truck', 'harass', 'path', 'overtim']"
306,306,technical,technical,"['door', 'limit', 'inspector', 'p', 'boot', 'passeng', 'suggest', 'strength', 'counti', 'injuri', 'union', 'conduit', 'mathemat', 'referr', 'wrench', 'presid', 'physic', 'reput', 'violat', 'cabl', 'piec', 'allow', 'advic', 'precaut', 'mobil', 'hat', 'one', 'blueprint', 'ladder', 'theori', 'gear', 'interfac', 'mechan', 'vice', 'uniform', 'overview', 'read', 'wire', 'app', 'remov', 'elev', 'lift', 'enforc', 'charg', 'screwdriv', 'm', 'overtim', 'metal', 'troubleshoot', 'card']"
307,307,complex problem solving,technical,"['cooper', 'dust', 'start', 'flow', 'receipt', 'fair', 'floor', 'princip', 'player', 'fact', 'move', 'fume', 'weld', 'box', 'exercis', 'climb', 'weather', 'drill', 'plumb', 'disposit', 'philosophi', 'adjust', 'variabl', 'one', 'good', 'precis', 'carpentri', 'incid', 'twist', 'ground', 'truck', 'merchandis', 'mindset', 'popul', 'conclus', 'complaint', 'equival', 'starter', 'modif', 'warehous', 'branch']"
308,308,technical,technical,"['premis', 'deploy', 'trade', 'priorit', 'wareh', 'chanc', 'cycl', 'practition', 'physic', 'migrat', 'intellig', 'one', 'math', 'aw', 'analyt', 'visit', 'cloud', 'constraint', 'tune', 'enterpris', 'storag', 'path', 'adopt', 'warehous', 'mathemat', 'phd']"
309,309,technical,technical,"['branch', 'biochemistri', 'manual', 'autom', 'perspect', 'creed', 'chemistri', 'd', 'robot', 'one', 'facilit', 'audienc', 'biolog', 'precis', 'demonstr', 'phase', 'k', 'liaison', 'r', 'enterpris', 'portfolio', 'ape', 'fluid', 'troubleshoot', 'adopt']"
310,310,technical,technical,"['investor', 'upgrad', 'floor', 'dental', 'domain', 'edg', 'session', 'exercis', 'stori', 'reput', 'game', 'web', 'editor', 'one', 'stage', 'lifecycl', 'phase', 'chair', 'doctor', 'ground', 'face', 'modif', 'surgeon', 'framework']"
311,311,technical,technical,"['round', 'airfram', 'mile', 'aircraft', 'instructor', 'airlin', 'weather', 'pilot', 'tier', 'aviat', 'flight', 'mobil', 'walk', 'one', 'discuss', 'hub', 'discount', 'k', 'size', 'park', 'lifestyl', 'path', 'sign', 'accredit', 'choic']"
312,312,technical,technical,"['stoop', 'altern', 'cycl', 'ownership', 'assembl', 'revis', 'releas', 'airport', 'sheet', 'weather', 'd', 'stand', 'verif', 'one', 'style', 'backup', 'timelin', 'print', 'immigr', 'dealer', 'draw', 'ground', 'compli', 'wire', 'lift', 'r', 'storag', 'temperatur', 'starter', 'distributor', 'fabric', 'metal']"
313,313,technical,technical,"['forecast', 'invest', 'maker', 'influenc', 'start', 'volum', 'ownership', 'methodolog', 'seri', 'scientist', 'clinician', 'one', 'detect', 'complex', 'analyt', 'ground', 'cloud', 'trust', 'statist', 'enterpris', 'estim', 'mathemat', 'librari']"
314,314,technical,technical,"['profit', 'diagnos', 'diseas', 'replac', 'recognit', 'trauma', 'adolesc', 'recoveri', 'continuum', 'proof', 'stand', 'medic', 'verif', 'immun', 'one', 'length', 'bed', 'surgeri', 'region', 'kid', 'heart', 'vet', 'licensur', 'popul', 'award', 'therapi', 'rehabilit', 'infant']"
315,315,technical,complex problem solving,"['climat', 'forecast', 'influenc', 'masteri', 'cell', 'internet', 'aircraft', 'defens', 'propuls', 'creation', 'd', 'telephon', 'bid', 'one', 'launch', 'financ', 'creativ', 'light', 'presenc', 'length', 'aerospac', 'traffic', 'major', 'interfac', 'correspond', 'peer', 'expenditur', 'entiti', 'r', 'analys', 'enhanc']"
316,316,complex problem solving,technical,"['equiti', 'corpor', 'summer', 'classroom', 'guardian', 'trip', 'camp', 'avail', 'physic', 'inclus', 'game', 'chemistri', 'button', 'teacher', 'one', 'style', 'guest', 'mail', 'connect', 'medicin', 'curriculum', 'camper', 'heart', 'definit', 'popul', 'open', 'parent', 'season']"
317,317,technical,technical,"['return', 'outlook', 'urgenc', 'steam', 'frequenc', 'root', 'boiler', 'starter', 'replac', 'rout', 'overhaul', 'pipe', 'agent', 'troubleshoot', 'chanc', 'apprenticeship', 'one']"
318,318,complex problem solving,complex problem solving,"['enjoy', 'limit', 'stay', 'renew', 'dot', 'malfunct', 'address', 'calcul', 'survey', 'fact', 'mentor', 'instrument', 'achiev', 'radiat', 'violat', 'physicist', 'stress', 'one', 'creativ', 'damag', 'detect', 'incid', 'region', 'loss', 'urgenc', 'storag', 'fire', 'protect', 'determin']"
319,319,technical,technical,"['motor', 'reserv', 'upgrad', 'inquiri', 'trade', 'cooper', 'equiti', 'replac', 'pump', 'classif', 'perspect', 'weld', 'inclus', 'discret', 'one', 'blueprint', 'heat', 'theori', 'adapt', 'correspond', 'ground', 'read', 'wire', 'close', 'women', 'storag', 'popul', 'equival', 'spous', 'maintain', 'pipe', 'diagram', 'troubleshoot']"
320,320,technical,technical,"['icu', 'profit', 'diagnos', 'diseas', 'advantag', 'supplier', 'survey', 'town', 'pipelin', 'commod', 'substanc', 'map', 'inclus', 'tradit', 'fellowship', 'outpati', 'one', 'caregiv', 'reason', 'credenti', 'score', 'peer', 'enterpris', 'women', 'diagnosi', 'enhanc']"
321,321,technical,technical,"['sop', 'help', 'paperwork', 'align', 'flow', 'supplier', 'guid', 'injuri', 'night', 'press', 'movement', 'instrument', 'methodolog', 'achiev', 'answer', 'adjust', 'one', 'facilit', 'backup', 'print', 'iso', 'forklift', 'reason', 'precis', 'wast', 'speed', 'load', 'truck', 'conform', 'crew', 'quantiti', 'identif', 'overtim', 'arrang', 'assur', 'troubleshoot', 'aptitud']"
322,322,technical,technical,"['motor', 'transmiss', 'one', 'bargain', 'open', 'fulfil', 'restor', 'storm', 'demonstr', 'lesson', 'priorit', 'rotat', 'absenc', 'expens', 'voltag', 'solv', 'motiv', 'union', 'alloc']"
323,323,technical,technical,"['chain', 'boot', 'replac', 'even', 'press', 'autom', 'cycl', 'drill', 'match', 'piec', 'adjust', 'machineri', 'hat', 'blueprint', 'one', 'potenti', 'router', 'housekeep', 'draw', 'speed', 'prototyp', 'crane', 'conform', 'portfolio', 'determin', 'plastic', 'metal']"
324,324,technical,technical,"['featur', 'thinker', 'deliver', 'influenc', 'align', 'classif', 'fuel', 'perspect', 'marketplac', 'tech', 'methodolog', 'learner', 'barrier', 'web', 'conflict', 'one', 'key', 'timelin', 'complex', 'lifecycl', 'solv', 'metric', 'jira', 'popul', 'estim']"
325,325,technical,technical,"['motor', 'profit', 'panel', 'hazard', 'switch', 'malfunct', 'manual', 'circuit', 'dental', 'conduit', 'prescript', 'share', 'save', 'cabl', 'conveyor', 'continu', 'adjust', 'electrician', 'machineri', 'one', 'blueprint', 'fixtur', 'light', 'gear', 'wire', 'identif', 'incent', 'diagram', 'transform', 'card']"
326,326,technical,technical,"['book', 'motor', 'eye', 'clean', 'hazard', 'player', 'sampl', 'substanc', 'prescript', 'rapport', 'telephon', 'medic', 'one', 'anim', 'log', 'housekeep', 'surgeri', 'acuiti', 'park', 'doctor', 'pet', 'delay', 'label', 'stock', 'appear', 'charg', 'lot', 'card']"
327,327,technical,technical,"['featur', 'optim', 'fighter', 'deliver', 'aircraft', 'propuls', 'tester', 'edg', 'captur', 'methodolog', 'weapon', 'architect', 'configur', 'flight', 'one', 'mileston', 'architectur', 'avion', 'incid', 'mechan', 'analyst', 'vulner', 'enterpris', 'paramet', 'assur', 'airfram']"
328,328,technical,technical,"['featur', 'help', 'princip', 'channel', 'night', 'autom', 'cycl', 'creation', 'ownership', 'referr', 'releas', 'methodolog', 'stori', 'acumen', 'one', 'connect', 'affili', 'analyst', 'cloud', 'privaci', 'updat', 'peer', 'jira', 'urgenc', 'lift', 'women', 'estim', 'assur', 'face']"
329,329,technical,technical,"['eye', 'paperwork', 'verifi', 'suggest', 'defens', 'abus', 'assembl', 'headquart', 'substanc', 'weld', 'wage', 'one', 'good', 'aerospac', 'traffic', 'reason', 'thing', 'overview', 'read', 'wire', 'reward', 'definit', 'diagnost', 'card']"
330,330,complex problem solving,technical,"['minut', 'intervent', 'semest', 'advantag', 'inquiri', 'equiti', 'trade', 'address', 'calendar', 'guid', 'manual', 'bar', 'submiss', 'loan', 'creation', 'exercis', 'maximum', 'barrier', 'cabl', 'workforc', 'proof', 'child', 'telephon', 'verif', 'articl', 'one', 'designe', 'messag', 'bill', 'potenti', 'mail', 'liaison', 'protocol', 'agenda', 'statist', 'conform', 'outlook', 'forgiv', 'women', 'justic', 'spreadsheet', 'equival', 'expens', 'card']"
331,331,technical,technical,"['featur', 'help', 'clean', 'inquiri', 'paperwork', 'trade', 'window', 'supplier', 'referr', 'mentor', 'tech', 'payment', 'sheet', 'boiler', 'discret', 'web', 'observ', 'one', 'heat', 'ladder', 'messag', 'guest', 'desir', 'mechan', 'owner', 'constraint', 'auto', 'read', 'incom', 'appear', 'sign', 'confid', 'hvac', 'pipe', 'metal', 'text', 'factor']"
332,332,technical,technical,"['assembl', 'belief', 'launch', 'mileston', 'star', 'aerospac', 'export', 'traffic', 'spreadsheet', 'lesson', 'starter', 'interfac', 'answer', 'reliabl', 'flight', 'night', 'workflow', 'autom', 'one']"
333,333,technical,complex problem solving,"['return', 'cash', 'choic', 'depend', 'amount', 'paperwork', 'half', 'calendar', 'marriag', 'allow', 'tax', 'button', 'one', 'curriculum', 'retent', 'subject', 'sponsorship', 'ticket', 'fee', 'arriv', 'spous', 'accredit', 'band', 'phd']"
334,334,technical,complex problem solving,"['convers', 'upgrad', 'calcul', 'foundat', 'patch', 'gap', 'advic', 'philosophi', 'adjust', 'telephon', 'format', 'one', 'stage', 'creativ', 'backup', 'key', 'audienc', 'architectur', 'desir', 'reason', 'solv', 'payrol', 'demonstr', 'analyst', 'retent', 'subject', 'speed', 'updat', 'metric', 'awar', 'powerpoint', 'outlook', 'emphasi', 'conclus', 'pick', 'face', 'analys', 'enhanc', 'auto']"
